user_id,orig_user_id,split,orig_row,M2ID,M2FAMNUM,answered
607,1081,train,4943.0,16398.0,120319.0,167
608,1082,train,2968.0,13797.0,101573.0,168
609,1083,train,4185.0,15426.0,102188.0,177
610,1084,train,5274.0,16812.0,102751.0,171
611,1085,train,5527.0,17145.0,102879.0,161
612,1087,train,6721.0,18709.0,120807.0,179
613,1090,train,2072.0,12648.0,120886.0,179
614,1092,train,6941.0,18983.0,103633.0,169
615,1094,train,5545.0,17168.0,110421.0,177
616,1098,train,3140.0,14031.0,110284.0,165
617,1099,train,1186.0,11539.0,120968.0,144
618,1100,train,1738.0,12237.0,100928.0,172
619,1101,train,730.0,10927.0,100387.0,161
620,1102,train,71.0,10098.0,100042.0,172
621,1106,train,6174.0,17983.0,103208.0,173
622,1107,train,4638.0,16004.0,110395.0,168
623,1108,train,907.0,11164.0,110163.0,157
624,1109,train,7019.0,19083.0,110444.0,172
625,1110,train,4782.0,16188.0,120481.0,148
626,1112,train,633.0,10793.0,120103.0,145
627,1115,train,7085.0,19167.0,120238.0,169
628,1118,train,3705.0,14786.0,101936.0,175
629,1120,train,5478.0,17077.0,102856.0,172
630,1121,train,2916.0,13727.0,101548.0,175
631,1122,train,1844.0,12374.0,120420.0,172
632,1123,train,1238.0,11604.0,100660.0,175
633,1124,train,5708.0,17380.0,102975.0,131
634,1125,train,130.0,10172.0,110521.0,156
635,1126,train,195.0,10254.0,100103.0,158
636,1129,train,341.0,10439.0,100181.0,173
637,1131,train,1417.0,11837.0,110475.0,167
638,1132,train,1649.0,12121.0,120155.0,176
639,1133,train,5078.0,16574.0,120424.0,174
640,1135,train,5483.0,17082.0,110414.0,148
641,1136,train,5176.0,16687.0,102699.0,167
642,1138,train,2215.0,12832.0,110133.0,168
643,1139,train,6835.0,18853.0,103579.0,148
644,1140,train,1066.0,11372.0,110082.0,172
645,1142,train,911.0,11168.0,100489.0,172
646,1144,train,7075.0,19156.0,103702.0,151
647,1145,train,547.0,10689.0,100294.0,165
648,1147,train,2443.0,13129.0,110175.0,174
649,1148,train,4755.0,16155.0,110363.0,164
650,1149,train,2204.0,12820.0,120874.0,172
651,1150,train,703.0,10890.0,100375.0,163
652,1152,train,162.0,10212.0,100089.0,175
653,1154,train,6764.0,18760.0,120586.0,164
654,1158,train,296.0,10385.0,100156.0,167
655,1159,train,3865.0,15003.0,102019.0,178
656,1163,train,915.0,11172.0,100492.0,166
657,1165,train,1394.0,11810.0,110399.0,177
658,1168,train,1368.0,11778.0,120932.0,162
659,1170,train,4063.0,15264.0,120452.0,172
660,1172,train,2958.0,13783.0,110171.0,135
661,1175,train,40.0,10052.0,110002.0,160
662,1176,train,2151.0,12750.0,110465.0,176
663,1177,train,1411.0,11830.0,100754.0,166
664,1178,train,2907.0,13718.0,101543.0,162
665,1179,train,6210.0,18030.0,110257.0,180
666,1182,train,2078.0,12654.0,110339.0,158
667,1183,train,6396.0,18284.0,103338.0,137
668,1184,train,921.0,11178.0,100494.0,180
669,1185,train,6001.0,17758.0,120248.0,173
670,1187,train,5515.0,17128.0,120865.0,166
671,1188,train,2179.0,12785.0,110153.0,130
672,1193,train,4838.0,16262.0,110356.0,166
673,1195,train,3654.0,14720.0,120410.0,159
674,1196,train,1823.0,12342.0,100970.0,180
675,1198,train,2770.0,13542.0,101470.0,147
676,1200,train,2121.0,12710.0,101128.0,172
677,1202,train,1598.0,12058.0,100858.0,158
678,1206,train,1316.0,11704.0,100704.0,158
679,1207,train,4922.0,16367.0,120496.0,169
680,1208,train,2558.0,13281.0,101347.0,176
681,1209,train,2159.0,12760.0,101146.0,180
682,1210,train,5691.0,17356.0,102966.0,166
683,1211,train,1512.0,11960.0,120595.0,169
684,1213,train,4106.0,15317.0,102143.0,165
685,1215,train,6828.0,18846.0,103575.0,137
686,1217,train,6728.0,18717.0,103522.0,173
687,1219,train,3364.0,14318.0,101773.0,147
688,1220,train,6969.0,19019.0,110136.0,159
689,1221,train,2699.0,13455.0,120809.0,173
690,1223,train,6821.0,18838.0,103571.0,173
691,1224,train,5203.0,16720.0,102713.0,131
692,1225,train,5445.0,17034.0,102839.0,180
693,1227,train,3424.0,14403.0,101803.0,176
694,1228,train,3115.0,13997.0,120745.0,175
695,1229,train,1976.0,12540.0,120024.0,153
696,1230,train,5321.0,16878.0,102771.0,176
697,1231,train,6657.0,18623.0,110496.0,167
698,1233,train,4148.0,15377.0,102166.0,131
699,1235,train,2137.0,12733.0,101135.0,132
700,1236,train,485.0,10609.0,120675.0,175
701,1241,train,5768.0,17458.0,103008.0,169
702,1242,train,2841.0,13628.0,110168.0,161
703,1243,train,2826.0,13611.0,120215.0,137
704,1245,train,6112.0,17893.0,103181.0,178
705,1247,train,4427.0,15729.0,102317.0,151
706,1252,train,246.0,10324.0,120832.0,172
707,1254,train,5126.0,16628.0,102678.0,170
708,1256,train,1364.0,11771.0,120459.0,170
709,1257,train,1914.0,12461.0,110196.0,167
710,1258,train,5360.0,16926.0,102796.0,168
711,1259,train,3004.0,13842.0,101592.0,157
712,1260,train,6105.0,17884.0,120330.0,170
713,1262,train,3688.0,14765.0,101925.0,176
714,1263,train,4260.0,15520.0,102229.0,179
715,1268,train,2522.0,13233.0,101332.0,172
716,1269,train,4055.0,15253.0,120471.0,177
717,1270,train,6635.0,18592.0,120658.0,163
718,1273,train,4996.0,16467.0,120259.0,164
719,1275,train,3710.0,14793.0,101938.0,172
720,1276,train,1271.0,11646.0,100680.0,147
721,1280,train,1108.0,11438.0,100590.0,175
722,1281,train,1638.0,12110.0,100879.0,151
723,1282,train,3919.0,15072.0,102053.0,131
724,1283,train,1008.0,11302.0,110096.0,178
725,1284,train,7029.0,19095.0,103678.0,176
726,1285,train,3208.0,14120.0,101695.0,152
727,1286,train,1351.0,11754.0,100723.0,160
728,1287,train,3244.0,14168.0,101709.0,156
729,1288,train,729.0,10926.0,100386.0,158
730,1289,train,1925.0,12475.0,120798.0,138
731,1290,train,511.0,10639.0,120683.0,130
732,1293,train,3200.0,14111.0,120539.0,131
733,1295,train,4237.0,15490.0,120598.0,178
734,1298,train,4342.0,15623.0,102274.0,173
735,1299,train,2310.0,12951.0,110162.0,176
736,1301,train,6848.0,18869.0,110512.0,175
737,1302,train,1601.0,12063.0,120686.0,174
738,1303,train,4719.0,16114.0,120325.0,154
739,1307,train,2492.0,13195.0,101317.0,171
740,1309,train,6180.0,17991.0,103212.0,159
741,1310,train,700.0,10887.0,100374.0,157
742,1311,train,5164.0,16672.0,102693.0,169
743,1313,train,588.0,10742.0,120028.0,174
744,1314,train,3546.0,14576.0,101858.0,172
745,1315,train,1662.0,12136.0,100889.0,180
746,1316,train,3607.0,14656.0,120004.0,179
747,1317,train,5886.0,17613.0,103068.0,170
748,1318,train,5346.0,16910.0,102786.0,134
749,1319,train,1379.0,11789.0,110121.0,162
750,1321,train,3179.0,14081.0,101681.0,162
751,1326,train,138.0,10181.0,110449.0,175
752,1329,train,2760.0,13530.0,120374.0,158
753,1330,train,6700.0,18683.0,110359.0,164
754,1332,train,5302.0,16856.0,120898.0,179
755,1333,train,939.0,11202.0,120754.0,169
756,1334,train,5368.0,16936.0,120610.0,175
757,1335,train,5497.0,17100.0,102863.0,138
758,1336,train,2490.0,13190.0,101315.0,176
759,1339,train,2054.0,12626.0,120177.0,164
760,1343,train,4580.0,15926.0,120756.0,163
761,1346,train,4832.0,16253.0,120926.0,158
762,1348,train,1533.0,11983.0,110109.0,172
763,1351,train,3696.0,14775.0,101929.0,137
764,1352,train,6080.0,17853.0,120159.0,171
765,1354,train,1406.0,11825.0,120194.0,164
766,1355,train,4291.0,15560.0,110210.0,167
767,1357,train,2047.0,12617.0,110145.0,173
768,1359,train,6696.0,18678.0,103504.0,137
769,1361,train,6923.0,18962.0,110470.0,179
770,1365,train,3097.0,13972.0,110260.0,179
771,1366,train,3231.0,14153.0,101704.0,175
772,1367,train,6167.0,17974.0,120666.0,179
773,1368,train,6052.0,17816.0,103150.0,168
774,1370,train,184.0,10241.0,120392.0,152
775,1371,train,5564.0,17197.0,120930.0,179
776,1372,train,31.0,10040.0,100018.0,177
777,1373,train,2731.0,13495.0,120204.0,170
778,1374,train,2679.0,13428.0,101420.0,136
779,1375,train,1200.0,11557.0,120230.0,178
780,1376,train,6568.0,18510.0,103425.0,160
781,1377,train,4741.0,16138.0,102487.0,180
782,1378,train,4066.0,15267.0,110440.0,172
783,1379,train,723.0,10919.0,120064.0,154
784,1381,train,3225.0,14145.0,101701.0,173
785,1382,train,5639.0,17288.0,102938.0,157
786,1383,train,2601.0,13330.0,120671.0,176
787,1384,train,6113.0,17894.0,120933.0,142
788,1386,train,1843.0,12373.0,100982.0,175
789,1388,train,3157.0,14054.0,101670.0,168
790,1389,train,1380.0,11790.0,100736.0,167
791,1391,train,4763.0,16165.0,110070.0,130
792,1392,train,4894.0,16336.0,102564.0,154
793,1394,train,7014.0,19076.0,103671.0,154
794,1396,train,6995.0,19054.0,103660.0,169
795,1400,train,1345.0,11744.0,100719.0,168
796,1401,train,2363.0,13022.0,101252.0,176
797,1402,train,4998.0,16469.0,110252.0,158
798,1403,train,899.0,11156.0,110065.0,139
799,1404,train,5632.0,17278.0,120331.0,166
800,1405,train,1311.0,11698.0,120854.0,169
801,1408,train,5394.0,16969.0,102812.0,172
802,1410,train,1666.0,12142.0,100891.0,176
803,1411,train,1343.0,11742.0,120302.0,175
804,1413,train,5931.0,17675.0,103091.0,171
805,1414,train,787.0,11006.0,110026.0,179
806,1415,train,6253.0,18092.0,103253.0,159
807,1416,train,2742.0,13507.0,101454.0,152
808,1417,train,2071.0,12647.0,120065.0,175
809,1419,train,2932.0,13749.0,120607.0,136
810,1420,train,4845.0,16269.0,102538.0,178
811,1421,train,131.0,10173.0,120879.0,166
812,1422,train,4762.0,16164.0,102498.0,176
813,1424,train,2887.0,13693.0,120131.0,177
814,1427,train,6412.0,18304.0,103346.0,165
815,1428,train,2407.0,13080.0,110173.0,180
816,1431,train,1599.0,12060.0,100859.0,158
817,1432,train,6120.0,17903.0,103182.0,163
818,1433,train,3988.0,15162.0,110030.0,167
819,1434,train,3687.0,14764.0,110279.0,155
820,1437,train,4111.0,15325.0,110227.0,166
821,1438,train,4399.0,15697.0,102307.0,175
822,1439,train,3783.0,14896.0,101981.0,134
823,1440,train,4166.0,15400.0,102176.0,159
824,1442,train,4095.0,15303.0,102139.0,171
825,1445,train,1553.0,12007.0,120201.0,166
826,1450,train,1444.0,11871.0,100773.0,175
827,1452,train,1491.0,11932.0,100799.0,169
828,1453,train,5227.0,16748.0,120263.0,169
829,1455,train,5735.0,17415.0,110499.0,151
830,1457,train,3026.0,13881.0,120907.0,177
831,1458,train,1663.0,12139.0,100890.0,172
832,1459,train,1699.0,12188.0,110095.0,180
833,1460,train,6109.0,17889.0,110457.0,139
834,1461,train,1141.0,11483.0,110136.0,168
835,1462,train,1130.0,11469.0,100604.0,174
836,1463,train,4896.0,16338.0,102565.0,159
837,1464,train,3087.0,13960.0,101637.0,135
838,1465,train,4416.0,15717.0,110319.0,144
839,1469,train,1793.0,12305.0,120116.0,175
840,1470,train,3230.0,14152.0,101703.0,172
841,1472,train,3713.0,14798.0,101939.0,130
842,1477,train,3460.0,14460.0,101821.0,153
843,1478,train,316.0,10407.0,120643.0,177
844,1479,train,5370.0,16941.0,102802.0,177
845,1481,train,4129.0,15349.0,102153.0,172
846,1482,train,4810.0,16223.0,102520.0,151
847,1484,train,2223.0,12845.0,101174.0,130
848,1485,train,6297.0,18152.0,103279.0,170
849,1487,train,1492.0,11933.0,120088.0,163
850,1488,train,5536.0,17155.0,120818.0,173
851,1491,train,3767.0,14874.0,101973.0,133
852,1492,train,14.0,10017.0,100007.0,176
853,1493,train,1452.0,11883.0,100778.0,167
854,1494,train,4373.0,15661.0,102291.0,166
855,1496,train,6185.0,17996.0,103215.0,152
856,1497,train,836.0,11076.0,120527.0,175
857,1499,train,3480.0,14482.0,120227.0,169
858,1501,train,171.0,10224.0,100092.0,176
859,1502,train,476.0,10599.0,100253.0,167
860,1505,train,3180.0,14083.0,101682.0,175
861,1506,train,6908.0,18943.0,103615.0,161
862,1507,train,3101.0,13978.0,120540.0,169
863,1508,train,1179.0,11532.0,100632.0,164
864,1511,train,717.0,10913.0,110052.0,134
865,1513,train,2928.0,13741.0,120744.0,130
866,1516,train,2768.0,13540.0,120689.0,139
867,1518,train,2893.0,13702.0,110202.0,166
868,1519,train,758.0,10967.0,120828.0,174
869,1520,train,861.0,11108.0,120600.0,166
870,1522,train,2183.0,12792.0,120772.0,172
871,1523,train,6056.0,17821.0,110369.0,166
872,1525,train,2947.0,13771.0,120621.0,168
873,1529,train,1564.0,12020.0,120904.0,151
874,1530,train,3079.0,13951.0,120375.0,138
875,1531,train,2177.0,12783.0,110480.0,151
876,1533,train,4264.0,15524.0,110423.0,177
877,1535,train,3016.0,13863.0,101598.0,159
878,1537,train,6309.0,18171.0,110471.0,177
879,1539,train,3317.0,14256.0,110425.0,165
880,1541,train,4235.0,15487.0,110516.0,165
881,1543,train,5119.0,16620.0,120071.0,166
882,1548,train,5824.0,17531.0,110432.0,136
883,1549,train,6795.0,18803.0,103557.0,164
884,1551,train,2778.0,13551.0,120665.0,135
885,1553,train,470.0,10592.0,110163.0,174
886,1554,train,4227.0,15479.0,102214.0,175
887,1555,train,1786.0,12295.0,120296.0,162
888,1557,train,928.0,11186.0,100497.0,138
889,1559,train,2073.0,12649.0,120069.0,151
890,1562,train,6059.0,17824.0,110408.0,173
891,1563,train,5883.0,17608.0,110526.0,168
892,1564,train,5669.0,17325.0,110096.0,178
893,1566,train,5562.0,17192.0,102896.0,173
894,1569,train,4152.0,15382.0,102169.0,176
895,1570,train,1606.0,12070.0,100863.0,130
896,1572,train,349.0,10449.0,100187.0,133
897,1573,train,6501.0,18414.0,120819.0,170
898,1574,train,5175.0,16686.0,120569.0,166
899,1576,train,3411.0,14384.0,101795.0,175
900,1577,train,6797.0,18805.0,110411.0,163
901,1579,train,2933.0,13751.0,101556.0,134
902,1580,train,2242.0,12869.0,120114.0,180
903,1581,train,3944.0,15104.0,120528.0,175
904,1583,train,3048.0,13911.0,120777.0,132
905,1584,train,4386.0,15676.0,120841.0,172
906,1587,train,3138.0,14026.0,110237.0,163
907,1588,train,6747.0,18739.0,103533.0,156
908,1589,train,2871.0,13672.0,101522.0,180
909,1591,train,340.0,10435.0,120085.0,134
910,1592,train,5635.0,17281.0,120950.0,161
911,1596,train,1849.0,12379.0,110132.0,138
912,1597,train,5028.0,16507.0,102632.0,147
913,1598,train,5014.0,16487.0,110372.0,136
914,1599,train,3801.0,14919.0,120954.0,130
915,1600,train,7069.0,19150.0,120732.0,179
916,1601,train,1174.0,11527.0,120515.0,142
917,1604,train,7026.0,19091.0,120142.0,173
918,1605,train,6411.0,18303.0,110265.0,170
919,1606,train,3598.0,14644.0,101878.0,173
920,1614,train,2243.0,12870.0,120565.0,166
921,1615,train,2852.0,13644.0,120344.0,173
922,1616,train,6713.0,18699.0,103516.0,147
923,1617,train,4949.0,16404.0,110178.0,168
924,1618,train,5614.0,17254.0,102924.0,152
925,1622,train,3235.0,14159.0,101706.0,150
926,1624,train,6029.0,17791.0,110450.0,137
927,1627,train,5179.0,16690.0,102702.0,175
928,1629,train,4752.0,16151.0,110528.0,174
929,1630,train,4898.0,16340.0,102567.0,164
930,1631,train,5640.0,17289.0,120764.0,134
931,1632,train,157.0,10203.0,100087.0,131
932,1633,train,6477.0,18384.0,110481.0,169
933,1636,train,284.0,10368.0,110285.0,135
934,1639,train,6596.0,18545.0,103441.0,149
935,1640,train,2986.0,13817.0,110267.0,155
936,1643,train,3807.0,14926.0,101992.0,177
937,1646,train,4825.0,16243.0,102527.0,156
938,1647,train,456.0,10577.0,120858.0,136
939,1650,train,4040.0,15235.0,102106.0,175
940,1652,train,3095.0,13969.0,101643.0,169
941,1657,train,4305.0,15574.0,120366.0,174
942,1659,train,6106.0,17885.0,120240.0,176
943,1660,train,4369.0,15654.0,102288.0,162
944,1661,train,1740.0,12239.0,110518.0,170
945,1664,train,5774.0,17467.0,110259.0,173
946,1665,train,5879.0,17603.0,110438.0,176
947,1667,train,5725.0,17402.0,102984.0,132
948,1669,train,663.0,10835.0,100359.0,141
949,1670,train,1328.0,11721.0,120007.0,158
950,1672,train,95.0,10126.0,100053.0,154
951,1675,train,2775.0,13547.0,110335.0,161
952,1678,train,3304.0,14240.0,101744.0,161
953,1679,train,423.0,10537.0,100226.0,167
954,1680,train,2352.0,13007.0,101246.0,170
955,1682,train,3791.0,14907.0,101985.0,173
956,1687,train,4621.0,15976.0,102417.0,175
957,1688,train,6807.0,18819.0,120139.0,169
958,1689,train,5338.0,16900.0,102782.0,149
959,1691,train,4465.0,15774.0,102338.0,179
960,1693,train,1499.0,11942.0,100804.0,180
961,1697,train,6955.0,19000.0,110137.0,171
962,1700,train,5960.0,17710.0,120538.0,168
963,1701,train,2210.0,12826.0,101166.0,167
964,1702,train,287.0,10374.0,120740.0,176
965,1706,train,7005.0,19065.0,103666.0,139
966,1707,train,6495.0,18405.0,103383.0,131
967,1708,train,3498.0,14507.0,110495.0,176
968,1709,train,6972.0,19026.0,103647.0,175
969,1712,train,1028.0,11329.0,100545.0,167
970,1714,train,5469.0,17062.0,110411.0,163
971,1717,train,6124.0,17910.0,110242.0,172
972,1718,train,7010.0,19071.0,103669.0,176
973,1719,train,5924.0,17665.0,103085.0,152
974,1720,train,4528.0,15853.0,102372.0,142
975,1721,train,1878.0,12418.0,100998.0,152
976,1722,train,4007.0,15194.0,102087.0,169
977,1724,train,457.0,10578.0,120112.0,176
978,1731,train,5495.0,17098.0,102862.0,170
979,1737,train,2628.0,13366.0,120289.0,178
980,1738,train,2158.0,12759.0,110108.0,147
981,1741,train,4833.0,16254.0,102533.0,165
982,1742,train,4281.0,15545.0,120587.0,174
983,1743,train,1898.0,12440.0,120372.0,162
984,1744,train,4555.0,15890.0,110335.0,155
985,1748,train,2543.0,13262.0,101341.0,168
986,1750,train,156.0,10202.0,120061.0,166
987,1751,train,4043.0,15238.0,110252.0,130
988,1752,train,3709.0,14792.0,120887.0,144
989,1753,train,5184.0,16696.0,102704.0,174
990,1754,train,7074.0,19155.0,120452.0,155
991,1755,train,2637.0,13378.0,120789.0,178
992,1756,train,286.0,10372.0,110417.0,136
993,1757,train,2889.0,13698.0,120260.0,153
994,1759,train,5312.0,16868.0,110136.0,172
995,1760,train,5646.0,17295.0,102942.0,174
996,1765,train,6998.0,19057.0,103662.0,180
997,1766,train,1129.0,11468.0,100603.0,176
998,1768,train,3360.0,14313.0,101771.0,166
999,1770,train,5340.0,16902.0,110186.0,160
1000,1771,train,6331.0,18201.0,120935.0,164
1001,1773,train,5329.0,16889.0,102775.0,161
1002,1774,train,6032.0,17794.0,103137.0,158
1003,1775,train,2680.0,13430.0,120109.0,150
1004,1776,train,1391.0,11805.0,120101.0,178
1005,1779,train,6592.0,18540.0,103438.0,170
1006,1781,train,2554.0,13276.0,110181.0,135
1007,1782,train,1312.0,11699.0,100702.0,171
1008,1784,train,1458.0,11890.0,120253.0,178
1009,1785,train,4822.0,16240.0,110441.0,166
1010,1786,train,4950.0,16405.0,102591.0,130
1011,1788,train,641.0,10803.0,100345.0,154
1012,1789,train,5907.0,17643.0,103076.0,165
1013,1790,train,3435.0,14420.0,120455.0,132
1014,1791,train,2578.0,13303.0,120892.0,161
1015,1793,train,1654.0,12126.0,110523.0,163
1016,1794,train,746.0,10952.0,110118.0,175
1017,1795,train,1160.0,11511.0,110120.0,163
1018,1797,train,312.0,10403.0,120498.0,169
1019,1799,train,2877.0,13680.0,110266.0,158
1020,1800,train,626.0,10785.0,100336.0,175
1021,1801,train,1350.0,11752.0,100722.0,156
1022,1802,train,5767.0,17455.0,120488.0,149
1023,1803,train,6569.0,18511.0,110491.0,137
1024,1805,train,995.0,11283.0,120935.0,167
1025,1807,train,5065.0,16559.0,110087.0,150
1026,1808,train,2725.0,13489.0,101446.0,138
1027,1809,train,6739.0,18730.0,110477.0,175
1028,1811,train,7105.0,19190.0,110528.0,144
1029,1814,train,2089.0,12669.0,101107.0,148
1030,1816,train,731.0,10928.0,110437.0,148
1031,1818,train,997.0,11286.0,100528.0,164
1032,1819,train,1189.0,11543.0,110090.0,157
1033,1821,train,404.0,10514.0,120149.0,178
1034,1824,train,4230.0,15482.0,102216.0,177
1035,1825,train,4745.0,16143.0,102491.0,178
1036,1828,train,5827.0,17535.0,103038.0,146
1037,1832,train,1538.0,11991.0,110110.0,140
1038,1833,train,1856.0,12389.0,100987.0,157
1039,1834,train,1951.0,12504.0,110015.0,179
1040,1835,train,1745.0,12244.0,100931.0,134
1041,1837,train,1637.0,12108.0,100878.0,179
1042,1839,train,6989.0,19043.0,120396.0,177
1043,1840,train,2039.0,12607.0,120457.0,168
1044,1842,train,5611.0,17251.0,102923.0,177
1045,1843,train,2551.0,13273.0,101344.0,178
1046,1844,train,7044.0,19117.0,120284.0,130
1047,1845,train,6490.0,18399.0,120769.0,146
1048,1847,train,4679.0,16060.0,120633.0,166
1049,1849,train,1049.0,11351.0,100558.0,180
1050,1855,train,5390.0,16963.0,120144.0,139
1051,1856,train,4209.0,15454.0,102204.0,173
1052,1858,train,6639.0,18597.0,103468.0,166
1053,1859,train,4564.0,15904.0,110338.0,155
1054,1866,train,5734.0,17414.0,120340.0,169
1055,1867,train,3864.0,15002.0,102018.0,154
1056,1869,train,2749.0,13514.0,101456.0,165
1057,1870,train,289.0,10376.0,100151.0,165
1058,1872,train,3753.0,14857.0,101962.0,144
1059,1873,train,6146.0,17942.0,103195.0,167
1060,1874,train,22.0,10027.0,100014.0,145
1061,1875,train,6401.0,18290.0,120397.0,163
1062,1876,train,4816.0,16230.0,110352.0,136
1063,1877,train,4986.0,16452.0,102611.0,142
1064,1881,train,3065.0,13934.0,101623.0,163
1065,1882,train,1387.0,11799.0,110102.0,180
1066,1884,train,6605.0,18554.0,120537.0,143
1067,1885,train,1298.0,11678.0,100696.0,168
1068,1886,train,7093.0,19176.0,110527.0,142
1069,1887,train,1117.0,11450.0,100596.0,135
1070,1888,train,1739.0,12238.0,120391.0,167
1071,1891,train,3310.0,14246.0,101746.0,139
1072,1892,train,6883.0,18911.0,103601.0,164
1073,1893,train,2060.0,12635.0,101095.0,168
1074,1894,train,450.0,10568.0,110083.0,160
1075,1895,train,3590.0,14635.0,110471.0,160
1076,1896,train,6117.0,17900.0,110458.0,180
1077,1897,train,3678.0,14752.0,110385.0,171
1078,1899,train,2074.0,12650.0,120822.0,173
1079,1900,train,3556.0,14590.0,110322.0,177
1080,1901,train,4411.0,15711.0,120068.0,165
1081,1902,train,4529.0,15854.0,110400.0,156
1082,1903,train,2951.0,13776.0,110201.0,161
1083,1904,train,5625.0,17267.0,102932.0,179
1084,1906,train,4901.0,16343.0,120476.0,178
1085,1907,train,177.0,10231.0,100096.0,135
1086,1909,train,6470.0,18376.0,103371.0,179
1087,1910,train,5943.0,17689.0,103095.0,130
1088,1911,train,1611.0,12075.0,110174.0,177
1089,1915,train,3637.0,14695.0,110277.0,153
1090,1916,train,4546.0,15879.0,102376.0,166
1091,1918,train,5559.0,17189.0,120365.0,139
1092,1919,train,5272.0,16810.0,110420.0,179
1093,1920,train,6382.0,18267.0,110344.0,162
1094,1924,train,5952.0,17701.0,110371.0,164
1095,1927,train,2244.0,12871.0,120296.0,167
1096,1928,train,5024.0,16500.0,120463.0,132
1097,1933,train,2565.0,13289.0,101352.0,156
1098,1934,train,3682.0,14756.0,101922.0,178
1099,1935,train,6714.0,18700.0,103517.0,175
1100,1937,train,3148.0,14044.0,101668.0,146
1101,1939,train,6805.0,18816.0,103563.0,158
1102,1941,train,529.0,10664.0,120871.0,178
1103,1942,train,4017.0,15207.0,102093.0,140
1104,1943,train,2297.0,12935.0,101215.0,152
1105,1944,train,5905.0,17641.0,103075.0,142
1106,1945,train,1177.0,11530.0,120096.0,157
1107,1950,train,2333.0,12980.0,110166.0,170
1108,1951,train,111.0,10145.0,100062.0,167
1109,1952,train,3973.0,15142.0,110345.0,162
1110,1958,train,5714.0,17389.0,102978.0,171
1111,1959,train,314.0,10405.0,120175.0,168
1112,1960,train,4936.0,16386.0,102585.0,178
1113,1961,train,6777.0,18776.0,120548.0,140
1114,1963,train,6438.0,18335.0,120167.0,168
1115,1964,train,1672.0,12149.0,110294.0,171
1116,1965,train,1324.0,11716.0,100709.0,167
1117,1967,train,3459.0,14459.0,120103.0,175
1118,1968,train,1518.0,11967.0,100815.0,171
1119,1969,train,6994.0,19051.0,103659.0,148
1120,1972,train,2669.0,13417.0,101415.0,130
1121,1973,train,3275.0,14206.0,120936.0,168
1122,1974,train,6487.0,18396.0,103378.0,135
1123,1975,train,4307.0,15578.0,120739.0,175
1124,1976,train,868.0,11115.0,120388.0,169
1125,1978,train,1771.0,12274.0,100947.0,142
1126,1981,train,5746.0,17431.0,110401.0,164
1127,1982,train,3192.0,14098.0,101689.0,164
1128,1985,train,4176.0,15413.0,102182.0,132
1129,1987,train,6025.0,17785.0,110216.0,139
1130,1989,train,2582.0,13307.0,101362.0,152
1131,1990,train,4693.0,16078.0,120094.0,156
1132,1992,train,5796.0,17494.0,110430.0,167
1133,1994,train,6826.0,18843.0,103574.0,175
1134,1996,train,1052.0,11354.0,100560.0,164
1135,1997,train,2512.0,13222.0,110229.0,167
1136,2000,train,4172.0,15408.0,120437.0,173
1137,2005,train,6876.0,18902.0,103597.0,172
1138,2007,train,1053.0,11355.0,110081.0,157
1139,2010,train,6485.0,18394.0,103377.0,153
1140,2011,train,5324.0,16882.0,102773.0,164
1141,2012,train,7030.0,19096.0,110069.0,143
1142,2013,train,5589.0,17225.0,110227.0,177
1143,2015,train,1482.0,11919.0,110149.0,178
1144,2016,train,1106.0,11435.0,110171.0,169
1145,2018,train,790.0,11013.0,100417.0,173
1146,2019,train,4290.0,15559.0,110486.0,146
1147,2020,train,4485.0,15800.0,102350.0,171
1148,2021,train,3376.0,14332.0,120071.0,179
1149,2023,train,4193.0,15438.0,110042.0,180
1150,2024,train,4406.0,15705.0,102311.0,180
1151,2025,train,5613.0,17253.0,120661.0,138
1152,2026,train,1397.0,11815.0,120610.0,179
1153,2027,train,5739.0,17423.0,102989.0,132
1154,2028,train,6952.0,18995.0,103638.0,153
1155,2030,train,3558.0,14592.0,110264.0,173
1156,2034,train,3094.0,13968.0,101642.0,169
1157,2035,train,2718.0,13482.0,101440.0,130
1158,2036,train,4093.0,15300.0,102138.0,161
1159,2038,train,5966.0,17720.0,103104.0,165
1160,2039,train,234.0,10306.0,120594.0,164
1161,2040,train,4283.0,15547.0,120388.0,154
1162,2042,train,2389.0,13059.0,101265.0,167
1163,2043,train,4034.0,15228.0,102101.0,163
1164,2044,train,6780.0,18779.0,103550.0,159
1165,2046,train,5361.0,16927.0,102797.0,143
1166,2047,train,6491.0,18400.0,110484.0,178
1167,2049,train,1202.0,11563.0,120167.0,180
1168,2051,train,3694.0,14773.0,101928.0,171
1169,2052,train,2208.0,12824.0,101165.0,171
1170,2054,train,6976.0,19030.0,103649.0,178
1171,2055,train,1431.0,11851.0,120628.0,167
1172,2056,train,5180.0,16691.0,110390.0,177
1173,2057,train,2222.0,12844.0,101173.0,142
1174,2062,train,4637.0,16003.0,102426.0,179
1175,2064,train,3386.0,14347.0,110239.0,175
1176,2065,train,2894.0,13703.0,101536.0,173
1177,2068,train,208.0,10269.0,100111.0,179
1178,2069,train,2920.0,13732.0,101549.0,146
1179,2076,train,4971.0,16434.0,110489.0,167
1180,2080,train,6967.0,19016.0,110519.0,158
1181,2083,train,5825.0,17532.0,110323.0,171
1182,2084,train,5980.0,17734.0,103108.0,133
1183,2085,train,2164.0,12767.0,120454.0,151
